	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
47	tt0283883	50350	And Now... Ladies and Gentlemen...	2.601	6.5	10	[18, 10749, 53]	2002-05-29
48	tt0283900	1555	L'Auberge espagnole	8.89	7.2	592	[18, 35, 10749]	2002-05-17
49	tt0284034	24488	Demonlover	8.431	5.5	33	[18, 9648, 53]	2002-05-19
50	tt0284262	20303	Life and Debt	1.694	6.5	7	[99]	2003-02-28
51	tt0284363	12555	Obsluhoval jsem anglického krále	4.985	7.2	43	[35, 18]	2006-12-19
52	tt0284426	266742	Red Betsy	1.171	0.0	0	[18, 10751, 10749]	2003-03-27
53	tt0284478	116094	Charlotte Sometimes	1.446	5.6	4	[18, 10749]	2002-03-11
54	tt0284490	5851	Showtime	10.959	5.4	528	[28, 35]	2002-03-14
55	tt0284494	50123	Skins	1.945	4.8	4	[28, 18]	2002-09-27
56	tt0285052	51163	Effroyables Jardins	3.999	7.5	71	[35, 18]	2003-03-26
57	tt0285175	14695	Havoc	16.611	5.1	157	[80]	2005-10-16
58	tt0285462	9557	Boat Trip	11.0	5.0	341	[35]	2002-10-01
59	tt0285487	55018	Crazy As Hell	2.579	5.6	8	[27, 53]	2002-10-23
60	tt0285531	6171	Dreamcatcher	13.126	5.4	997	[18, 27, 878, 53]	2003-03-21
61	tt0285681	46307	Looking Through Lillian	0.6	0.0	0	[18, 10749, 53]	2002-02-28
62	tt0285728	25853	Dahmer	8.246	5.1	103	[18, 27]	2002-06-21
63	tt0285742	1365	Monster's Ball	12.101	6.7	501	[18, 10749]	2001-11-11
64	tt0285823	1428	Once Upon a Time in Mexico	15.023	6.3	1191	[28, 18, 9648]	2003-09-11
65	tt0285861	15394	Owning Mahowny	9.322	7.0	71	[80, 18, 53]	2003-05-02
66	tt0285869	92384	Trois 2: Pandora's Box	4.061	6.3	8	[18, 53, 10749]	2002-08-09
67	tt0286106	2675	Signs	14.316	6.6	3226	[18, 9648, 878, 53]	2002-08-02
68	tt0286112	11770	少林足球	16.884	6.7	995	[28, 35]	2001-07-12
69	tt0286162	39541	Stolen Summer	2.923	6.1	14	[35, 18, 10751]	2002-03-22
70	tt0286179	57022	Sunshine State	3.575	6.1	15	[18]	2002-06-21
71	tt0286218	110351	Thérèse: The Story of Saint Thérèse of Lisieux	2.22	6.3	2	[18, 36]	2004-10-03
72	tt0286244	9662	Les Triplettes de Belleville	9.533	7.4	503	[16, 35, 18]	2003-06-11
73	tt0286261	12454	All or Nothing	8.828	7.1	60	[35, 18]	2002-05-17
74	tt0286499	455	Bend It Like Beckham	10.874	6.3	1199	[35, 18, 10749]	2002-04-11
75	tt0286516	12544	Respiro	4.149	6.6	50	[35, 18]	2002-01-01
76	tt0286635	9581	全職殺手	5.692	7.0	68	[28, 80, 18, 53]	2001-08-03
77	tt0286716	1927	Hulk	21.408	5.4	3510	[28, 878]	2003-06-19
78	tt0286788	10735	What a Girl Wants	12.452	6.0	967	[35, 10749, 18]	2003-03-27
79	tt0286978	103695	Sobibor, 14 Octobre 1943, 16 Heures	1.113	5.0	4	[99]	2001-05-13
80	tt0287457	31190	Genesis	3.709	6.0	15	[99]	2004-09-26
81	tt0287471	49680	Hatuna Meuheret	2.137	6.4	9	[35, 18, 10749]	2001-10-24
82	tt0287717	9488	Spy Kids 2: The Island of Lost Dreams	12.483	5.5	1272	[28, 12, 10751]	2002-08-07
83	tt0287963	35712	Choses secrètes	7.529	6.0	43	[18]	2002-10-16
84	tt0287978	9480	Daredevil	14.653	5.1	3144	[28, 80, 14, 878, 53]	2003-02-14
85	tt0287986	27204	Dieu est grand, je suis toute petite	1.428	5.3	6	[35, 10749]	2001-09-26
86	tt0288045	10610	The Medallion	13.234	5.4	598	[28, 35, 14, 53]	2003-08-15
87	tt0288330	19765	Želary	2.737	7.4	19	[18, 10749]	2003-09-04
88	tt0288477	9645	Ghost Ship	10.591	5.6	1136	[27, 9648, 53]	2002-10-25
89	tt0289043	170	28 Days Later	13.531	7.2	3667	[27, 878, 53]	2002-10-31
90	tt0289054	44768	赤い橋の下のぬるい水	1.921	6.6	15	[18, 10749]	2001-11-03
91	tt0289176	278813	Esmeraldero	0.842	0.0	0	[]	2003-11-17
92	tt0289408	59387	The Powerpuff Girls Movie	11.938	6.1	115	[28, 16, 10751]	2002-07-03
93	tt0289635	237	Young Adam	11.534	6.0	84	[18, 53, 80, 10749]	2003-09-26
94	tt0289765	9533	Red Dragon	2.312	6.9	2247	[80, 18, 27, 53]	2002-09-29
95	tt0289848	9932	Analyze That	8.125	5.8	699	[35, 80]	2002-12-06
96	tt0289879	1954	The Butterfly Effect	15.617	7.5	4287	[878, 53]	2004-01-22
97	tt0289992	11615	The Life of David Gale	16.146	7.4	997	[80, 18, 53]	2003-02-21
98	tt0290002	693	Meet the Fockers	16.021	6.2	2956	[35, 10749]	2004-12-22
99	tt0290095	10771	The Tuxedo	13.86	5.6	1058	[28, 35, 878, 53]	2002-09-27
