	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
54	tt0184791	11065	O	11.405	5.9	141	[18, 53, 10749]	2001-08-31
55	tt0184858	2155	Reindeer Games	9.908	5.6	339	[18, 53]	2000-02-25
56	tt0184894	8584	Shanghai Noon	13.375	6.3	1488	[28, 12, 35, 37]	2000-05-26
57	tt0184907	15489	Snow Day	9.448	5.1	113	[35, 10751]	2000-02-11
58	tt0185014	11004	Wonder Boys	10.378	6.9	306	[35, 18]	2000-02-22
59	tt0185183	5491	Battlefield Earth	7.97	3.0	440	[28, 878, 10752]	2000-05-10
60	tt0185431	9678	Little Nicky	15.175	5.3	857	[35, 14, 10749]	2000-11-10
61	tt0186045	25166	Drowning Mona	7.6	5.5	76	[35, 80, 9648]	2000-03-03
62	tt0186151	10559	Frequency	11.609	7.1	897	[80, 18, 878, 53]	2000-04-28
63	tt0186566	5551	Space Cowboys	12.348	6.4	734	[28, 12, 53]	2000-07-31
64	tt0186589	16723	Sugar & Spice	12.907	6.0	125	[35, 80]	2001-01-24
65	tt0186894	10862	Bounce	10.94	5.7	238	[18, 10749]	2000-11-15
66	tt0186895	42843	Les Boys III	1.439	6.8	9	[35]	2001-11-30
67	tt0186975	10472	Down to You	10.127	5.2	140	[35, 18, 10751, 10749]	2000-01-21
68	tt0187078	9679	Gone in Sixty Seconds	14.128	6.3	2592	[28, 80, 53]	2000-06-09
69	tt0187393	2024	The Patriot	18.112	7.1	2186	[18, 36, 10752, 28]	2000-06-28
70	tt0187738	36586	Blade II	25.018	6.4	2816	[14, 27, 28, 53]	2002-03-22
71	tt0188160	53263	Price of Glory	3.934	3.9	5	[18]	2000-05-31
72	tt0189192	56715	Just Visiting	12.26	4.6	386	[35, 14, 878]	2001-04-06
73	tt0189541	291675	Gabriela	2.559	0.0	0	[18, 10749]	2001-02-14
74	tt0189998	10873	Shadow of the Vampire	8.915	6.6	287	[18, 27]	2000-05-15
75	tt0190138	2069	The Whole Nine Yards	13.66	6.4	1024	[35, 80]	2000-02-18
76	tt0190332	146	卧虎藏龙	13.303	7.3	1771	[28, 12, 18, 10749]	2000-07-06
77	tt0190374	11849	Dungeons & Dragons	11.421	4.1	312	[28, 12, 14, 878]	2000-12-08
78	tt0190590	134	O Brother, Where Art Thou?	17.448	7.3	2213	[28, 12, 35]	2000-08-30
79	tt0190861	7093	Vatel	9.966	6.2	84	[36, 18, 10749]	2000-05-01
80	tt0190865	11678	Vertical Limit	14.261	6.0	550	[28, 12, 53]	2000-12-08
81	tt0191037	51179	Circus	2.883	4.4	13	[80, 18, 53]	2000-05-05
82	tt0191074	44373	New Best Friend	3.24	5.0	16	[18, 9648, 53]	2002-04-12
83	tt0191133	22309	The Fighting Temptations	12.542	5.7	79	[35, 10402, 10749]	2003-09-17
84	tt0191211	287973	Jersey Guy	0.841	0.0	0	[]	2003-04-25
85	tt0191397	10393	The Replacements	11.518	6.4	437	[35]	2000-08-07
86	tt0191636	48217	La veuve de Saint-Pierre	5.454	6.4	27	[10749, 18]	2000-01-01
87	tt0191754	10468	28 Days	9.966	6.0	466	[35, 18]	2000-04-06
88	tt0192071	10050	Get Over It	9.732	5.6	153	[35, 10749]	2001-03-08
89	tt0192111	24940	Head Over Heels	11.726	5.5	141	[35, 10749]	2001-02-02
90	tt0192255	24100	The Little Vampire	10.951	6.2	194	[12, 35, 14, 10751]	2000-10-27
91	tt0192614	11478	The Skulls	10.394	5.7	304	[80, 18, 53]	2000-03-31
92	tt0192731	12212	Urban Legends: Final Cut	11.689	4.7	237	[27, 9648, 53]	2000-09-22
93	tt0192949	47302	Stardom	2.823	6.0	13	[35, 18]	2000-10-13
94	tt0193560	13503	Texas Rangers	6.136	5.6	34	[28, 37]	2001-11-30
95	tt0194218	20637	Panic	5.83	6.7	48	[35, 80, 18]	2000-12-01
96	tt0195234	2360	Saving Grace	8.61	6.5	241	[35, 80]	2000-01-24
97	tt0195685	462	Erin Brockovich	12.273	7.3	1683	[18]	2000-03-17
98	tt0195714	9532	Final Destination	15.091	6.5	3062	[27]	2000-03-17
99	tt0195778	13539	Here on Earth	6.421	5.5	87	[10749]	2000-03-23
