	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
37	tt0257360	2755	About Schmidt	7.299	6.8	673	[18, 35]	2002-05-22
38	tt0257516	10012	Cursed	11.029	5.3	339	[27, 35]	2005-02-25
39	tt0257568	10628	Kangaroo Jack	11.543	4.6	431	[28, 12, 35, 80, 10751]	2003-01-17
40	tt0257756	11560	High Crimes	10.98	6.2	384	[80, 18, 9648, 53]	2002-04-05
41	tt0257953	484577	'N Sync: Bigger Than Live	1.371	10.0	1	[10402]	2001-02-23
42	tt0258000	4547	Panic Room	14.728	6.7	2772	[80, 18, 53]	2002-03-29
43	tt0258038	10615	Pootie Tang	6.585	5.2	76	[28, 35]	2001-06-29
44	tt0258068	8198	The Quiet American	9.062	6.7	148	[53, 10749]	2002-11-22
45	tt0258153	9296	S1m0ne	12.892	5.8	512	[35, 18, 878]	2002-08-23
46	tt0258463	2501	The Bourne Identity	26.515	7.4	5867	[28, 18, 9648, 53]	2002-06-14
47	tt0258470	9683	Bubble Boy	9.008	5.4	323	[12, 35, 18, 10749]	2001-08-24
48	tt0259072	29270	Zamani barayé masti asbha	3.706	7.6	40	[18, 10752]	2000-09-13
49	tt0259207	137236	Backstage	1.95	7.0	3	[10770, 99]	2000-09-08
50	tt0259288	10052	Dragonfly	14.439	6.4	441	[18]	2002-02-22
51	tt0259324	1250	Ghost Rider	25.783	5.4	3587	[28, 14, 27, 53]	2007-02-16
52	tt0259393	9523	Lantana	10.727	6.6	99	[80, 18, 9648, 53]	2001-10-04
53	tt0259446	8346	My Big Fat Greek Wedding	10.874	6.4	1269	[35, 18, 10749]	2002-02-22
54	tt0259484	13098	Paid in Full	9.324	7.0	109	[28, 80, 18]	2002-10-25
55	tt0259567	44593	Perfect Opposites	3.866	6.3	9	[35, 18, 10749]	2004-02-06
56	tt0259711	1903	Vanilla Sky	12.517	6.8	2238	[18, 14, 878, 53, 10749]	2001-12-10
57	tt0259974	20455	Digimon: The Movie	9.592	6.5	161	[16, 14, 878, 10751]	2000-03-17
58	tt0260695	41890	Hometown Legend	1.701	5.0	4	[35, 18, 10751]	2002-01-25
59	tt0260775	115810	Calle 54	2.498	7.4	9	[99, 10402]	2000-10-06
60	tt0260866	12103	Don't Say a Word	14.269	6.1	470	[53]	2001-09-28
61	tt0261066	55479	Piñero	2.154	7.3	3	[18]	2001-01-01
62	tt0261289	12771	Serving Sara	9.012	5.3	167	[35, 10749]	2002-08-20
63	tt0261392	2294	Jay and Silent Bob Strike Back	15.711	6.4	871	[35]	2001-08-22
64	tt0261697	130405	La forteresse suspendue	2.121	7.2	9	[12, 35]	2001-06-22
65	tt0261983	10972	Session 9	9.149	6.2	472	[27, 9648]	2001-08-10
66	tt0262396	13369	Empire	5.174	6.4	52	[80, 28, 18]	2002-12-06
67	tt0262432	18292	George Washington	5.911	6.8	62	[18]	2000-10-01
68	tt0262462	35569	Carman: The Champion	2.102	3.6	4	[18, 28]	2001-03-02
69	tt0263488	8922	Jeepers Creepers	15.202	6.3	1514	[27, 53]	2001-07-01
70	tt0263725	26290	Me Without You	5.684	7.3	29	[18]	2001-11-01
71	tt0263728	30379	Megiddo: The Omega Code 2	4.452	4.4	15	[28, 878, 53]	2001-09-07
72	tt0263734	34341	Men with Brooms	3.01	5.2	14	[35]	2002-09-20
73	tt0263757	14926	Uptown Girls	18.103	6.3	416	[35]	2003-08-15
74	tt0264013	74237	A Skin Too Few: The Days of Nick Drake	2.699	7.7	12	[99, 10402]	2002-04-19
75	tt0264150	11523	View from the Top	9.911	5.2	292	[35, 10749]	2003-03-21
76	tt0264395	10782	Basic	11.048	6.5	548	[28, 80, 18, 9648, 53]	2003-04-18
77	tt0264464	640	Catch Me If You Can	22.069	7.9	8321	[18, 80]	2002-12-25
78	tt0264472	1537	Changing Lanes	7.855	6.1	555	[80, 53]	2002-04-07
79	tt0264476	51722	Children Underground	2.94	7.7	20	[99]	2001-09-19
80	tt0264796	11457	Life as a House	7.166	7.3	230	[18]	2001-10-25
81	tt0264802	99006	Live Nude Girls Unite!	2.117	6.5	2	[99]	2000-10-06
82	tt0264935	11892	Murder by Numbers	8.947	6.1	549	[80, 18, 53]	2002-04-19
83	tt0265029	11467	America's Sweethearts	10.274	5.7	487	[35, 10749]	2001-07-17
84	tt0265086	855	Black Hawk Down	18.342	7.3	3254	[28, 36, 10752]	2001-12-28
85	tt0265087	11469	Black Knight	16.157	5.3	626	[12, 35, 14]	2001-11-21
86	tt0265101	79920	Boys Life 3	1.596	6.0	4	[]	2000-11-16
87	tt0265148	165402	Main Prem Ki Diwani Hoon	4.152	5.7	19	[18, 10749]	2003-06-26
88	tt0265208	10591	The Girl Next Door	20.393	6.4	1693	[35, 10749]	2004-04-09
89	tt0265298	11870	Big Fat Liar	12.999	5.7	452	[35, 10751]	2002-02-08
90	tt0265343	480	Monsoon Wedding	7.292	7.0	118	[35, 18, 10749]	2001-08-30
91	tt0265349	2637	The Mothman Prophecies	13.117	6.1	608	[18, 27, 9648]	2002-01-25
92	tt0265459	9357	One Hour Photo	13.876	6.7	899	[27, 53]	2002-08-21
93	tt0265591	9719	Pumpkin	4.295	6.0	50	[35, 18, 10749]	2002-06-28
94	tt0265632	19405	Recess: School's Out	12.079	6.4	170	[878, 16, 35, 10751]	2001-01-27
95	tt0265662	14635	The Rookie	11.004	6.7	203	[18, 10751]	2002-03-25
96	tt0265666	9428	The Royal Tenenbaums	13.149	7.5	2539	[35, 18]	2001-10-12
97	tt0265808	12770	Stealing Harvard	8.409	5.0	79	[28, 35, 18]	2002-09-13
98	tt0266452	9275	Death to Smoochy	8.657	6.0	216	[35, 80, 18, 53]	2002-03-28
99	tt0266465	8409	A Man Apart	12.949	6.0	470	[28, 18]	2003-04-04
