	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
82	tt0162650	479	Shaft	14.88	5.8	648	[28, 12, 80, 53]	2000-06-15
83	tt0162711	31610	Trixie	4.862	5.4	7	[28, 35, 9648, 53]	2000-06-28
84	tt0162983	10385	Hanging Up	10.356	5.3	91	[35, 18]	2000-02-16
85	tt0163025	331	Jurassic Park III	0.862	6.0	4209	[12, 28, 53, 878]	2001-07-18
86	tt0163676	36047	The In Crowd	3.732	4.7	27	[53]	2000-07-19
87	tt0163983	10391	Bless the Child	9.958	5.1	141	[18, 27, 53, 80]	2000-08-11
88	tt0164052	9383	Hollow Man	15.875	5.7	1342	[28, 878, 53]	2000-08-04
89	tt0164184	4614	The Sum of All Fears	14.097	6.2	828	[28, 18, 53]	2002-05-31
90	tt0164212	10562	Under Suspicion	8.76	6.2	225	[9648, 53]	2000-09-24
91	tt0164334	2043	Along Came a Spider	14.403	6.3	859	[28, 80, 9648, 53]	2001-04-06
92	tt0164810	47500	Pipe Dream	2.378	6.3	3	[35, 10749]	2002-10-04
93	tt0165929	2085	Romeo Must Die	13.289	6.0	614	[28, 80, 53]	2000-03-20
94	tt0165982	14411	Sinbad: Legend of the Seven Seas	15.285	6.8	1084	[12, 16, 35, 10751]	2003-07-02
95	tt0166110	11380	Bones	7.172	4.5	74	[28, 27, 53]	2001-10-24
96	tt0166276	23685	Monkeybone	12.938	4.5	154	[28, 12, 16, 35, 14, 878]	2001-02-23
97	tt0166813	9023	Spirit: Stallion of the Cimarron	23.645	7.6	2356	[12, 16, 35, 18, 37, 10751]	2002-05-24
98	tt0167190	1487	Hellboy	18.416	6.6	4491	[28, 14]	2004-04-02
99	tt0167203	21311	I Dreamed of Africa	5.086	5.6	36	[12, 18, 10749]	2000-05-05
