	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
85	tt0217107	77908	Trois	2.517	4.2	3	[18, 53, 10749]	2000-02-11
86	tt0217287	207731	Boricua's Bond	1.4	2.0	2	[]	2000-06-21
87	tt0217505	3131	Gangs of New York	16.583	7.3	3919	[80, 18, 36]	2002-12-14
88	tt0217630	10642	Loser	12.303	5.2	233	[35, 18, 10749]	2000-07-21
89	tt0217756	20697	Ready to Rumble	7.852	5.1	91	[28, 35, 18]	2000-04-07
90	tt0217869	9741	Unbreakable	21.94	7.1	5708	[18, 9648, 53]	2000-11-13
91	tt0217978	49110	'R Xmas	3.507	5.0	11	[18, 80]	2001-10-04
92	tt0218112	73642	The Closer You Get	2.306	6.0	4	[35, 10749]	2000-12-27
93	tt0218182	29122	An Everlasting Piece	2.695	6.0	3	[35, 80]	2000-12-22
94	tt0218378	44853	The Claim	7.433	6.1	38	[18, 37, 10749]	2000-12-29
95	tt0218379	49709	Kipor	2.713	5.3	14	[18, 10752]	2000-09-07
96	tt0218533	41381	पुकार	2.99	6.3	9	[28, 18, 53]	2000-02-04
97	tt0218619	14033	Soul Survivors	8.307	4.6	91	[27, 9648, 53]	2001-09-06
98	tt0218817	9989	Antitrust	10.941	6.1	279	[28, 80, 18]	2001-01-12
99	tt0218839	13785	Best in Show	7.966	7.1	295	[35]	2000-09-19
