	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
29	tt0227445	11371	The Score	11.737	6.7	847	[28, 80, 9648, 53]	2001-07-13
30	tt0227538	10054	Spy Kids	10.857	5.7	2072	[28, 12, 35, 10751]	2001-03-18
31	tt0227671	19319	Tortilla Heaven	2.234	4.8	5	[35]	2008-10-14
32	tt0227984	1613	The 51st State	12.706	6.2	330	[28, 35, 80, 53]	2001-12-07
33	tt0228333	10016	Ghosts of Mars	10.351	5.0	565	[28, 27, 878]	2001-08-24
34	tt0228750	11983	Proof of Life	8.894	6.1	395	[28, 12, 18, 53, 10749]	2000-12-08
35	tt0229260	11531	Book of Shadows: Blair Witch 2	9.833	4.3	412	[27, 9648, 53]	2000-10-27
36	tt0230011	10865	Atlantis: The Lost Empire	23.552	6.9	2848	[16, 10751, 12, 878]	2001-06-02
37	tt0230030	1636	Bedazzled	17.817	5.8	974	[35, 14, 10749]	2000-10-19
38	tt0230055	137164	Bulandi	5.197	5.0	3	[18]	2000-01-07
39	tt0230600	1933	The Others	15.449	7.6	3599	[18, 27, 9648, 53]	2001-08-02
40	tt0230838	1921	Sweet November	11.928	6.7	688	[18, 10749]	2001-02-16
41	tt0231402	9290	Crocodile Dundee in Los Angeles	10.708	5.0	319	[12, 35]	2001-04-12
42	tt0231448	13201	Deuces Wild	8.899	5.4	50	[28, 80, 18, 10749]	2002-05-03
43	tt0231775	16300	Down to Earth	8.744	5.2	196	[35, 14, 878, 10749]	2001-02-16
44	tt0231971	20160	Levottomat	7.262	5.4	25	[10749]	2000-01-28
45	tt0232079	159666	Mela	1.716	4.8	13	[]	2000-01-07
46	tt0232500	9799	The Fast and the Furious	1.963	6.8	5922	[28, 80, 53]	2001-06-22
47	tt0233142	12138	3000 Miles to Graceland	8.522	5.7	325	[28, 12, 35, 80, 53]	2001-02-23
48	tt0233315	143579	Benjamin Smoke	1.121	5.0	1	[]	2000-09-13
49	tt0233469	9884	Collateral Damage	11.942	5.5	745	[28, 18, 53]	2002-02-06
50	tt0233687	15665	The Eyes of Tammy Faye	2.862	6.4	5	[99, 18]	2000-01-25
51	tt0233841	43774	باران	4.194	7.8	35	[18, 10749]	2001-01-31
52	tt0234137	25128	Love & Sex	4.648	6.1	39	[35, 18, 10749]	2000-01-24
53	tt0234215	604	The Matrix Reloaded	25.385	6.9	6350	[28, 12, 878, 53]	2003-05-15
54	tt0234354	20794	Novocaine	10.128	6.0	74	[35, 80, 53]	2001-11-23
55	tt0234829	26602	Summer Catch	8.459	5.3	102	[18, 35, 10749]	2001-08-22
56	tt0234853	20438	The Tao of Steve	4.886	6.0	41	[35, 10749]	2000-08-04
57	tt0235327	14273	Dark Days	5.814	7.6	54	[99]	2000-08-30
58	tt0235553	57351	Love and a Bullet	2.305	5.0	6	[28, 53]	2002-08-30
59	tt0235737	11468	The Salton Sea	8.318	6.7	183	[80, 18, 9648, 53]	2002-01-01
60	tt0236008	161687	The Ballad of Ramblin' Jack	2.007	7.0	1	[10402, 99]	2000-01-26
61	tt0236019	27444	Better Than Sex	5.045	5.7	14	[10749, 18, 35]	2000-11-09
62	tt0236172	579143	Dr. Benny	0.841	0.0	0	[]	2003-05-02
63	tt0236216	27745	The Filth and the Fury	4.939	7.3	43	[99, 10402]	2000-03-29
64	tt0236348	19366	Josie and the Pussycats	10.64	5.5	151	[35, 10402]	2001-04-06
65	tt0236388	23618	The Original Kings of Comedy	4.38	6.7	32	[35, 99]	2000-08-18
66	tt0236447	95682	Long Night's Journey Into Day	0.949	5.5	2	[99]	2000-01-29
67	tt0236493	6073	The Mexican	12.728	5.8	826	[28, 35, 80, 10749]	2001-03-01
68	tt0236576	49671	Paragraph 175	1.314	7.6	10	[99, 36]	2000-01-22
69	tt0236638	11303	Promenons-nous dans les bois	3.024	3.6	25	[27, 53]	2000-06-13
70	tt0236784	2575	The Tailor of Panama	8.645	6.1	238	[18, 53]	2001-02-11
71	tt0237534	6312	Le Pacte des loups	14.133	6.6	768	[28, 12, 36, 27]	2001-01-31
72	tt0237539	552	Pane e tulipani	8.309	7.3	108	[18, 35, 10749]	2000-03-03
73	tt0237572	5955	The Pledge	7.799	6.5	476	[80, 53]	2001-01-09
74	tt0237994	51953	15 Février 1839	0.76	6.9	9	[18, 36]	2001-01-26
75	tt0238015	103489	All Access: Front Row. Backstage. Live!	1.4	0.0	0	[10402]	2001-04-06
76	tt0238112	1722	Captain Corelli's Mandolin	9.477	5.9	289	[18, 36, 10749]	2001-04-18
77	tt0238247	18778	God's Army	2.201	7.3	4	[18]	2000-03-10
78	tt0238380	7299	Equilibrium	13.826	7.0	2696	[28, 878, 53]	2002-12-06
79	tt0238546	11979	Queen of the Damned	11.482	5.6	499	[18, 14, 27]	2002-02-10
80	tt0238924	16857	The Dangerous Lives of Altar Boys	8.414	6.6	85	[35, 18]	2002-06-14
81	tt0238948	18828	Double Take	6.623	5.6	44	[12, 18, 28, 35, 10749]	2001-01-12
82	tt0239234	2894	L'Anglaise et le Duc	1.739	6.4	12	[18, 36, 10752]	2001-09-07
83	tt0239395	10992	Cats & Dogs	13.865	5.2	932	[35, 10751]	2001-07-04
84	tt0239948	10878	Saving Silverman	12.403	5.5	294	[35, 80, 10749]	2001-02-09
85	tt0239949	20309	Say It Isn't So	10.263	4.8	88	[35, 10749]	2001-03-10
86	tt0239986	31016	Sidewalks of New York	5.875	6.2	31	[35, 18, 10749]	2001-11-23
87	tt0240122	88500	Tosca	1.521	7.5	2	[18, 10402]	2001-09-01
88	tt0240149	33302	Une hirondelle a fait le printemps	2.097	6.3	32	[18, 35]	2001-09-05
89	tt0240200	7509	Water	4.903	6.8	60	[18, 10749]	2005-09-08
90	tt0240402	32590	The Center of the World	4.725	5.3	27	[18, 10749]	2001-04-19
91	tt0240462	10808	Dr. Dolittle 2	16.42	5.1	1003	[35, 14, 10749, 10751]	2001-06-22
92	tt0240468	11891	Kung Pow: Enter the Fist	9.334	6.0	282	[28, 35]	2002-01-25
93	tt0240510	9093	The Four Feathers	11.332	6.6	286	[10752, 12, 18, 10749]	2002-09-08
94	tt0240515	13166	Freddy Got Fingered	10.341	4.5	221	[35]	2001-04-18
95	tt0240772	161	Ocean's Eleven	20.649	7.4	7297	[80, 53]	2001-12-07
96	tt0240890	9778	Serendipity	10.764	6.8	1092	[35, 10749, 18]	2001-10-05
97	tt0240900	20009	Slackers	13.821	5.3	105	[35, 10749]	2002-02-01
98	tt0240912	62529	Sound and Fury	1.706	6.7	9	[99]	2000-10-29
99	tt0240980	41820	Till Human Voices Wake Us	2.657	5.5	15	[18, 9648, 10749, 53]	2002-09-12
