	imdb_id	id	original_title	popularity	vote_average	vote_count	genre_ids	release_date
83	tt0250415	157800	हर दिल जो प्यार करेगा	2.578	5.4	23	[35, 18]	2000-08-04
84	tt0250494	8835	Legally Blonde	12.354	6.4	2036	[35]	2001-07-13
85	tt0250687	9896	Rat Race	10.511	6.1	1007	[12, 35]	2001-08-17
86	tt0250690	166231	Refugee	2.613	5.2	8	[18, 10402, 10749]	2000-06-30
87	tt0250720	39180	See Spot Run	9.498	4.9	97	[28, 35, 10751]	2001-03-02
88	tt0250774	277700	Tera Jadoo Chal Gayaa	1.806	5.0	1	[10749]	2000-08-18
89	tt0250797	2251	Unfaithful	15.773	6.4	625	[53]	2002-05-10
90	tt0251031	19513	Series 7: The Contenders	3.523	7.0	28	[28, 35, 53]	2001-01-20
91	tt0251075	9397	Evolution	15.122	5.9	1256	[28, 35, 878]	2001-06-08
92	tt0251114	10592	Hart's War	11.07	6.3	468	[18, 10752]	2002-02-15
93	tt0251127	9919	How to Lose a Guy in 10 Days	12.925	6.6	2044	[35, 10749]	2003-02-07
94	tt0251160	8470	John Q	17.311	7.1	1197	[18, 53, 80]	2002-02-15
95	tt0251736	2662	House of 1000 Corpses	14.36	6.1	730	[27]	2003-04-11
96	tt0251756	166255	Jungle	1.4	5.8	5	[10749, 28, 18]	2000-07-14
97	tt0252028	15566	Surviving Christmas	9.105	5.6	283	[35, 10749]	2004-09-21
98	tt0252076	7303	Maid in Manhattan	15.913	5.8	1110	[35, 18, 10749]	2002-12-13
99	tt0252223	31668	All The Queen's Men	5.15	5.8	9	[28, 35, 18, 36, 10752]	2001-10-14
